Rule,Previous,Issues,Files,Commits,Milliseconds,AvgI,AvgF,Prediction
no-invalid-regexp,2,0,0,0,93446000,0.0,0.0,2
curly,0,0,0,0,0,0.0,0.0,0
no-script-url,2,0,0,0,13914056000,0.0,0.0,2
no-path-concat,2,0,0,0,28254101000,0.0,0.0,2
no-new-object,2,0,0,0,3270556000,0.0,0.0,2
no-sparse-arrays,2,0,0,0,4018778000,0.0,0.0,2
space-before-blocks,2,0.027451436547632897,0.65,0,61040653000,0.00549028730952658,0.13,2
no-bitwise,0,0,0,0,6453108000,0.0,0.0,0
no-duplicate-case,2,0,0,0,20992381000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
rest-spread-spacing,0,0,0,0,0,0.0,0.0,0
no-extra-boolean-cast,2,0,0,0,42693161000,0.0,0.0,2
no-extend-native,2,0,0,0,8928988000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-regex-spaces,2,0,0,0,24541101000,0.0,0.0,2
no-mixed-spaces-and-tabs,2,0,0,0,9199788000,0.0,0.0,2
no-case-declarations,2,0,0,0,126629655000,0.0,0.0,2
no-path-concat,2,0,0,0,70443425000,0.0,0.0,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
object-curly-spacing,2,0.0024183796856106408,NaN,0,40037884000,0.00048367593712212814,nan,2
accessor-pairs,2,0,0,0,22409727000,0.0,0.0,2
lines-around-directive,0,0,0,0,0,0.0,0.0,0
prefer-template,0,0,0,0,0,0.0,0.0,0
no-labels,0,0,0,0,105538000,0.0,0.0,0
semi,2,0.0003489589391648249,0.08333333333333333,0,73662335000,6.979178783296499e-05,0.016666666666666666,2
key-spacing,2,0,0,0,13083821000,0.0,0.0,2
space-before-function-paren,0,0,0,0,30486481000,0.0,0.0,0
no-debugger,2,0.00016107382550335572,0.3879781420765027,0,17951483000,3.2214765100671146e-05,0.07759562841530054,2
no-multi-assign,2,0,0,0,46384116000,0.0,0.0,2
nonblock-statement-body-position,0,0,0,0,0,0.0,0.0,0
no-sparse-arrays,2,0,0,0,11490501000,0.0,0.0,2
no-new-symbol,2,0,0,0,25137790000,0.0,0.0,2
no-control-regex,2,0.0014539955798534372,0.55,0,42091277000,0.00029079911597068743,0.11000000000000001,2
valid-jsdoc,0,0,0,0,30486481000,0.0,0.0,0
no-empty-pattern,2,0,NaN,0,40445525000,0.0,nan,2
semi,2,0.0005815982319413749,0.5333333333333333,0,41566240000,0.00011631964638827497,0.10666666666666666,2
no-comma-dangle,0,0,0,0,0,0.0,0.0,0
padding-line-between-statements,0,0,0,0,0,0.0,0.0,0
spaced-comment,2,0,0,0,21461470000,0.0,0.0,2
no-sync,0,0,0,0,0,0.0,0.0,0
no-caller,2,0,0,0,14179762000,0.0,0.0,2
no-caller,2,0,0,0,20605456000,0.0,0.0,2
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-dupe-args,2,0,0,0,12204235000,0.0,0.0,2
no-cond-assign,2,0,0,0,13389030000,0.0,0.0,2
no-use-before-define,2,0.0011812080536912752,0.39344262295081966,0,69311385000,0.00023624161073825504,0.07868852459016393,2
no-throw-literal,2,0,0,0,5502000,0.0,0.0,2
operator-assignment,2,0,0,0,2257224000,0.0,0.0,2
no-shadow,2,0,0,0,7782275000,0.0,0.0,2
no-dupe-args,2,0,0,0,9743216000,0.0,0.0,2
no-useless-return,2,0,0,0,15396431000,0.0,0.0,2
no-undef,2,0.004612546125461255,0.23255813953488372,0,65242881000,0.0009225092250922509,0.046511627906976744,2
no-lone-blocks,2,0,0,0,182111000,0.0,0.0,2
no-obj-calls,2,0,0,0,21628208000,0.0,0.0,2
no-negated-in-lhs,2,0,0,0,11024325000,0.0,0.0,2
no-shadow,2,0.27285906040268454,0.825136612021858,0,10477972000,0.05457181208053691,0.1650273224043716,2
no-catch-shadow,2,0.00011631964638827499,0.38333333333333336,0,56206169000,2.3263929277654997e-05,0.07666666666666667,2
no-throw-literal,0,0,0,0,0,0.0,0.0,0
no-shadow-restricted-names,2,0,0,0,47641940000,0.0,0.0,2
no-catch-shadow,2,0.000053691275167785237,0.39617486338797814,0,70188830000,1.0738255033557047e-05,0.07923497267759563,2
camelcase,2,0.00011631964638827499,0.21666666666666667,0,66840831000,2.3263929277654997e-05,0.043333333333333335,2
indent-legacy,0,0,0,0,0,0.0,0.0,0
new-cap,0,0,0,0,0,0.0,0.0,0
keyword-spacing,0,0,0,0,30486481000,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
eol-last,2,0.0012348993288590604,0.8360655737704918,0,10645518000,0.0002469798657718121,0.16721311475409836,2
no-bitwise,2,0,0,0,43389056000,0.0,0.0,2
no-trailing-spaces,2,0,0,0,4810553000,0.0,0.0,2
lines-between-class-members,2,0.4523809523809524,0.7681159420289855,0,16255582000,0.09047619047619047,0.15362318840579708,2
wrap-iife,0,0,0,0,0,0.0,0.0,0
no-restricted-syntax,0,0,0,0,0,0.0,0.0,0
no-labels,2,0,0,0,66760901000,0.0,0.0,2
accessor-pairs,2,0,0,0,25384985000,0.0,0.0,2
eol-last,2,0,0,0,12431178000,0.0,0.0,2
no-octal-escape,2,0,0,0,22979122000,0.0,0.0,2
no-return-await,2,0,0,0,4874276000,0.0,0.0,2
no-unmodified-loop-condition,2,0,NaN,0,40781341000,0.0,nan,2
no-case-declarations,2,0,0,0,143378003000,0.0,0.0,2
no-extend-native,2,0,0,0,13719824000,0.0,0.0,2
no-prototype-builtins,2,0,0,0,6566412000,0.0,0.0,2
no-param-reassign,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,0,0,0,0,96144225000,0.0,0.0,0
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-shadow-restricted-names,2,0.00016107382550335572,0.7978142076502732,0,3463047000,3.2214765100671146e-05,0.15956284153005465,2
no-unneeded-ternary,2,0,NaN,0,47164499000,0.0,nan,2
key-spacing,2,0.003954867977201349,0.8,0,51537871000,0.0007909735954402698,0.16,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-global-assign,2,0,0,0,14229127000,0.0,0.0,2
sort-imports,0,0,0,0,0,0.0,0.0,0
no-global-assign,2,0,0,0,10664722000,0.0,0.0,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,0,0,52171985000,0.0,0.0,2
no-new-wrappers,2,0,0,0,57769697000,0.0,0.0,2
space-unary-ops,2,0,0,0,70097017000,0.0,0.0,2
no-invalid-this,0,0,0,0,0,0.0,0.0,0
no-new-symbol,2,0,0,0,12547652000,0.0,0.0,2
init-declarations,0,0,0,0,0,0.0,0.0,0
no-labels,2,0,0,0,7343270000,0.0,0.0,2
no-wrap-func,0,0,0,0,0,0.0,0.0,0
dot-notation,2,0,0,0,81717144000,0.0,0.0,2
newline-before-return,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,156256296000,0.0,0.0,2
quotes,2,0.2980939597315436,0.4371584699453552,0,87363421000,0.05961879194630872,0.08743169398907104,2
space-infix-ops,0,0,0,0,0,0.0,0.0,0
no-implied-eval,2,0,0,0,48576050000,0.0,0.0,2
new-parens,2,0.006266066838046273,0.6956521739130435,0,15503795000,0.0012532133676092547,0.1391304347826087,2
no-shadow,2,0.3392214765100671,0.42896174863387976,0,63418144000,0.06784429530201343,0.08579234972677595,2
require-atomic-updates,0,0,0,0,0,0.0,0.0,0
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
no-label-var,0,0,0,0,96144225000,0.0,0.0,0
arrow-parens,0,0,NaN,0,0,0.0,nan,0
space-after-function-name,0,0,0,0,0,0.0,0.0,0
comma-dangle,1,0,0,0,0,0.0,0.0,1
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
no-class-assign,2,0,0,0,23605813000,0.0,0.0,2
one-var,0,0,0,0,0,0.0,0.0,0
consistent-return,0,0,0,0,0,0.0,0.0,0
no-lone-blocks,2,0,0,0,20736812000,0.0,0.0,2
strict,1,0,0,0,0,0.0,0.0,1
switch-colon-spacing,0,0,0,0,0,0.0,0.0,0
valid-typeof,2,0,0,0,24803938000,0.0,0.0,2
no-case-declarations,2,0,0,0,143971582000,0.0,0.0,2
no-nested-ternary,2,0,0,0,12022269000,0.0,0.0,2
no-delete-var,2,0,0,0,50728247000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,0,0,0,0,0,0.0,0.0,0
template-curly-spacing,0,0,0,0,30486481000,0.0,0.0,0
block-spacing,0,0,0,0,0,0.0,0.0,0
no-array-constructor,2,0,0,0,33823002000,0.0,0.0,2
newline-per-chained-call,0,0,0,0,0,0.0,0.0,0
array-bracket-spacing,0,0,0,0,0,0.0,0.0,0
no-compare-neg-zero,0,0,0,0,0,0.0,0.0,0
dot-notation,1,0,0,0,0,0.0,0.0,1
no-else-return,2,0.09523809523809523,0.6666666666666666,0,8481774000,0.019047619047619046,0.13333333333333333,2
no-negated-in-lhs,2,0,0,0,55644857000,0.0,0.0,2
no-labels,2,0,0,0,11414930000,0.0,0.0,2
no-arrow-condition,0,0,0,0,0,0.0,0.0,0
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
no-fallthrough,2,0,0,0,27601768000,0.0,0.0,2
no-multi-spaces,2,0.00016066838046272492,0.6956521739130435,0,3736334000,3.2133676092544985e-05,0.1391304347826087,2
no-fallthrough,2,0.00032133676092544985,0.6956521739130435,0,17485021000,6.426735218508997e-05,0.1391304347826087,2
no-new,2,0,0,0,46639645000,0.0,0.0,2
max-params,0,0,0,0,0,0.0,0.0,0
semi-spacing,0,0,0,0,0,0.0,0.0,0
object-shorthand,2,0.08499357326478149,0.9565217391304348,0,22207882000,0.016998714652956298,0.19130434782608696,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,90831966000,0.0,0.0,2
no-func-assign,2,0,NaN,0,48178179000,0.0,nan,2
max-len,0,0,0,0,0,0.0,0.0,0
no-new-object,0,0,0,0,0,0.0,0.0,0
space-in-parens,2,0,NaN,0,21772196000,0.0,nan,2
no-new-wrappers,2,0,0,0,50592159000,0.0,0.0,2
no-useless-escape,0,0,0,0,0,0.0,0.0,0
no-restricted-modules,0,0,0,0,0,0.0,0.0,0
indent,2,0.10521112015819471,0.6166666666666667,0,45634314000,0.021042224031638943,0.12333333333333334,2
no-unexpected-multiline,0,0,0,0,0,0.0,0.0,0
eol-last,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,2,0,0,0,9760635000,0.0,0.0,2
no-empty-class,0,0,0,0,29424024000,0.0,0.0,0
yield-star-spacing,2,0,0,0,19045186000,0.0,0.0,2
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
spaced-comment,2,0,NaN,0,45379617000,0.0,nan,2
no-proto,2,0,0,0,17809681000,0.0,0.0,2
prefer-object-spread,0,0,0,0,0,0.0,0.0,0
no-process-env,2,0.000053691275167785237,0.7950819672131147,0,3285257000,1.0738255033557047e-05,0.15901639344262294,2
no-octal,2,0,0,0,13234125000,0.0,0.0,2
curly,2,0.06550335570469798,0.8032786885245902,0,3380734000,0.013100671140939596,0.16065573770491803,2
spaced-comment,2,0.000697986577181208,0.4426229508196721,0,31745645000,0.00013959731543624162,0.08852459016393442,2
consistent-this,0,0,0,0,0,0.0,0.0,0
no-regex-spaces,2,0,0,0,2426621000,0.0,0.0,2
no-redeclare,1,0,0,0,0,0.0,0.0,1
max-params,0,0,0,0,0,0.0,0.0,0
dot-notation,2,0,0,0,6581345000,0.0,0.0,2
eol-last,2,0,0,0,13271181000,0.0,0.0,2
no-new-func,0,0,0,0,0,0.0,0.0,0
no-unused-expressions,2,0,NaN,0,4849339000,0.0,nan,2
no-undef-init,2,0,0,0,4018740000,0.0,0.0,2
no-extra-label,2,0,0,0,13246787000,0.0,0.0,2
no-shadow-restricted-names,2,0.00017447946958241246,0.5833333333333334,0,63624706000,3.489589391648249e-05,0.11666666666666667,2
no-useless-rename,2,0,0,0,15642145000,0.0,0.0,2
no-empty-pattern,0,0,0,0,30486481000,0.0,0.0,0
no-implicit-globals,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,125315306000,0.0,0.0,2
no-unexpected-multiline,2,0,NaN,0,40083711000,0.0,nan,2
no-new-wrappers,2,0,0,0,49911761000,0.0,0.0,2
no-path-concat,2,0,0,0,48119354000,0.0,0.0,2
linebreak-style,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,98796634000,0.0,0.0,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-unused-vars,2,0,0,0,6810992000,0.0,0.0,2
no-octal,0,0,0,0,1183496000,0.0,0.0,0
no-trailing-spaces,2,0,0,0,60782451000,0.0,0.0,2
no-func-assign,2,0,0,0,15568547000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
getter-return,0,0,0,0,0,0.0,0.0,0
quote-props,0,0,0,0,30486481000,0.0,0.0,0
no-negated-condition,0,0,0,0,0,0.0,0.0,0
no-with,2,0,0,0,15822307000,0.0,0.0,2
space-after-keywords,0,0,0,0,22617872000,0.0,0.0,0
no-new-object,2,0,0,0,7687178000,0.0,0.0,2
space-in-parens,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,0,0,25224792000,0.0,0.0,2
vars-on-top,2,0,0,0,20587749000,0.0,0.0,2
no-dupe-class-members,2,0,0,0,15338854000,0.0,0.0,2
newline-before-return,0,0,0,0,0,0.0,0.0,0
no-useless-rename,2,0,NaN,0,36201063000,0.0,nan,2
key-spacing,2,0.005001744794695824,0.75,0,58280870000,0.0010003489589391647,0.15,2
no-control-regex,2,0.0014539955798534372,0.6166666666666667,0,45191890000,0.00029079911597068743,0.12333333333333334,2
arrow-spacing,2,0,0,0,31894906000,0.0,0.0,2
max-classes-per-file,0,0,0,0,0,0.0,0.0,0
space-before-blocks,2,0.02663719902291497,0.8333333333333334,0,55430602000,0.005327439804582994,0.16666666666666669,2
prefer-object-spread,0,0,0,0,0,0.0,0.0,0
no-unused-vars,0,0,0,0,0,0.0,0.0,0
camelcase,2,0.00011631964638827499,0.31666666666666665,0,62057663000,2.3263929277654997e-05,0.06333333333333332,2
no-new-func,2,0,0,0,2772378000,0.0,0.0,2
no-case-declarations,2,0,0,0,111415316000,0.0,0.0,2
no-loop-func,2,0,0,0,6757115000,0.0,0.0,2
no-comma-dangle,0,0,0,0,0,0.0,0.0,0
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,152010113000,0.0,0.0,2
no-tabs,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,0,0,0,0,0,0.0,0.0,0
accessor-pairs,2,0,NaN,0,2521055000,0.0,nan,2
no-negated-in-lhs,2,0,0,0,46484041000,0.0,0.0,2
no-useless-call,0,0,0,0,0,0.0,0.0,0
max-nested-callbacks,0,0,0,0,0,0.0,0.0,0
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
no-use-before-define,0,0,0,0,0,0.0,0.0,0
prefer-const,0,0,0,0,30486481000,0.0,0.0,0
no-sequences,2,0,0,0,43890060000,0.0,0.0,2
no-undef-init,2,0,0,0,40921671000,0.0,0.0,2
dot-notation,2,0.01755704697986577,0.43169398907103823,0,67091252000,0.0035114093959731545,0.08633879781420764,2
space-before-function-paren,0,0,0,0,30486481000,0.0,0.0,0
no-redeclare,2,0,NaN,0,1816288000,0.0,nan,2
capitalized-comments,0,0,0,0,0,0.0,0.0,0
no-negated-in-lhs,2,0,0,0,20422661000,0.0,0.0,2
no-constant-condition,2,0.008161073825503356,0.33879781420765026,0,7893930000,0.0016322147651006713,0.06775956284153005,2
no-lonely-if,0,0,0,0,0,0.0,0.0,0
consistent-return,2,0.005369127516778523,0.4426229508196721,0,62818342000,0.0010738255033557046,0.08852459016393442,2
use-isnan,2,0,0,0,107182966000,0.0,0.0,2
object-curly-spacing,0,0,0,0,0,0.0,0.0,0
no-undefined,0,0,0,0,0,0.0,0.0,0
no-proto,2,0,0,0,41477345000,0.0,0.0,2
no-wrap-func,2,0.0026753518669303247,0.8166666666666667,0,11790736000,0.0005350703733860649,0.16333333333333333,2
no-undefined,2,0.011114093959731544,0.8333333333333334,0,462870000,0.002222818791946309,0.16666666666666669,2
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,93726740000,0.0,0.0,2
no-case-declarations,2,0,0,0,90131878000,0.0,0.0,2
unicode-bom,2,0,NaN,0,57997861000,0.0,nan,2
space-infix-ops,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,97691563000,0.0,0.0,2
key-spacing,0,0,0,0,96144225000,0.0,0.0,0
accessor-pairs,2,0,0,0,73947904000,0.0,0.0,2
no-case-declarations,2,0,0,0,135023707000,0.0,0.0,2
space-infix-ops,0,0,0,0,0,0.0,0.0,0
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
no-div-regex,0,0,0,0,0,0.0,0.0,0
space-before-blocks,2,0,0,0,19902980000,0.0,0.0,2
no-spaced-func,2,0,0,0,26292378000,0.0,0.0,2
no-obj-calls,2,0,0,0,10715222000,0.0,0.0,2
object-property-newline,0,0,0,0,0,0.0,0.0,0
no-iterator,0,0,0,0,0,0.0,0.0,0
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
sort-imports,0,0,0,0,0,0.0,0.0,0
no-catch-shadow,2,0,0,0,49891999000,0.0,0.0,2
no-confusing-arrow,0,0,0,0,0,0.0,0.0,0
no-cond-assign,0,0,0,0,0,0.0,0.0,0
no-new-require,0,0,0,0,0,0.0,0.0,0
no-sequences,0,0,0,0,96144225000,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-use-before-define,0,0,0,0,0,0.0,0.0,0
radix,2,0,0,0,52907569000,0.0,0.0,2
no-debugger,2,0,0,0,33789856000,0.0,0.0,2
guard-for-in,2,0.0009225092250922509,0.18604651162790697,0,25224341000,0.00018450184501845018,0.037209302325581395,2
no-new-func,2,0,0,0,62961000,0.0,0.0,2
new-cap,0,0,0,0,0,0.0,0.0,0
lines-around-comment,0,0,0,0,0,0.0,0.0,0
yield-star-spacing,2,0,NaN,0,47165497000,0.0,nan,2
space-before-blocks,2,0.3160268456375839,0.8224043715846995,0,4266526000,0.06320536912751677,0.1644808743169399,2
no-case-declarations,2,0,0,0,127819422000,0.0,0.0,2
camelcase,0,0,0,0,0,0.0,0.0,0
nonblock-statement-body-position,0,0,0,0,0,0.0,0.0,0
no-caller,0,0,0,0,96144225000,0.0,0.0,0
max-depth,0,0,0,0,0,0.0,0.0,0
template-curly-spacing,0,0,0,0,0,0.0,0.0,0
no-extra-bind,2,0,0,0,23758251000,0.0,0.0,2
no-new-object,2,0,0,0,29943346000,0.0,0.0,2
no-caller,2,0,0,0,22146052000,0.0,0.0,2
space-before-function-paren,2,0,0,0,21514753000,0.0,0.0,2
callback-return,0,0,0,0,0,0.0,0.0,0
newline-before-return,0,0,0,0,0,0.0,0.0,0
no-new-symbol,2,0,0,0,98428000,0.0,0.0,2
no-const-assign,2,0,NaN,0,49865927000,0.0,nan,2
operator-assignment,2,0,0,0,18509620000,0.0,0.0,2
func-style,0,0,0,0,0,0.0,0.0,0
one-var,2,0,0,0,21521869000,0.0,0.0,2
no-implied-eval,0,0,0,0,30486481000,0.0,0.0,0
prefer-promise-reject-errors,2,0,NaN,0,45751691000,0.0,nan,2
no-mixed-spaces-and-tabs,2,0,NaN,0,10476457000,0.0,nan,2
no-new-symbol,2,0,0,0,746054000,0.0,0.0,2
valid-typeof,2,0,0,0,819142000,0.0,0.0,2
no-tabs,0,0,0,0,0,0.0,0.0,0
space-before-keywords,0,0,0,0,0,0.0,0.0,0
no-template-curly-in-string,2,0,0,0,17401888000,0.0,0.0,2
space-after-keywords,2,0,0,0,0,0.0,0.0,2
no-useless-rename,0,0,0,0,0,0.0,0.0,0
no-restricted-globals,2,0,0,0,25768100000,0.0,0.0,2
no-new,2,0,0,0,20422254000,0.0,0.0,2
no-useless-rename,2,0,0,0,25095680000,0.0,0.0,2
no-control-regex,2,0.0014539955798534372,0.6166666666666667,0,42893411000,0.00029079911597068743,0.12333333333333334,2
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,133174724000,0.0,0.0,2
no-useless-computed-key,2,0,0,0,20109452000,0.0,0.0,2
no-new-require,2,0,0,0,6083786000,0.0,0.0,2
no-inner-declarations,1,0,0,0,0,0.0,0.0,1
no-catch-shadow,0,0,0,0,0,0.0,0.0,0
quote-props,0,0,0,0,0,0.0,0.0,0
no-throw-literal,2,0.0009664429530201342,0.42896174863387976,0,62730080000,0.00019328859060402685,0.08579234972677595,2
no-delete-var,2,0,0,0,3978609000,0.0,0.0,2
no-unused-expressions,2,0,0,0,13716000,0.0,0.0,2
no-extend-native,2,0,0,0,40902396000,0.0,0.0,2
no-script-url,2,0,0,0,55720886000,0.0,0.0,2
no-extra-semi,0,0,0,0,0,0.0,0.0,0
space-before-function-paren,0,0,0,0,0,0.0,0.0,0
max-statements-per-line,0,0,0,0,0,0.0,0.0,0
no-octal-escape,2,0,0,0,28418678000,0.0,0.0,2
no-sequences,2,0.0716241610738255,0.819672131147541,0,8486809000,0.0143248322147651,0.1639344262295082,2
space-after-keywords,0,0,0,0,21167592000,0.0,0.0,0
no-invalid-regexp,2,0,0,0,15738027000,0.0,0.0,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-restricted-imports,0,0,0,0,0,0.0,0.0,0
no-proto,2,0.00005815982319413749,0.11666666666666667,0,81416850000,1.1631964638827498e-05,0.023333333333333334,2
no-floating-decimal,0,0,0,0,0,0.0,0.0,0
no-caller,2,0,0,0,79680718000,0.0,0.0,2
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-alert,2,0,0,0,75538562000,0.0,0.0,2
no-inner-declarations,2,0,0,0,46220848000,0.0,0.0,2
no-floating-decimal,0,0,0,0,96144225000,0.0,0.0,0
no-catch-shadow,0,0,0,0,0,0.0,0.0,0
no-multiple-empty-lines,2,0,0,0,3917107000,0.0,0.0,2
no-script-url,2,0,0,0,81425247000,0.0,0.0,2
no-ternary,0,0,0,0,0,0.0,0.0,0
no-octal-escape,2,0,0,0,10538419000,0.0,0.0,2
no-empty-label,0,0,0,0,32670074000,0.0,0.0,0
complexity,1,0,0,0,0,0.0,0.0,1
no-new-func,2,0,0,0,45103155000,0.0,0.0,2
space-unary-ops,2,0.0004820051413881748,0.6956521739130435,0,16548421000,9.640102827763495e-05,0.1391304347826087,2
block-scoped-var,0,0,0,0,30486481000,0.0,0.0,0
linebreak-style,0,0,0,0,0,0.0,0.0,0
sort-keys,0,0,0,0,0,0.0,0.0,0
no-path-concat,2,0,0,0,2357650000,0.0,0.0,2
no-constant-condition,2,0,0,0,67441234000,0.0,0.0,2
no-debugger,2,0.00021476510067114095,0.3989071038251366,0,22792298000,4.295302013422819e-05,0.07978142076502732,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-use-before-define,2,0,0,0,12204235000,0.0,0.0,2
space-in-brackets,0,0,0,0,0,0.0,0.0,0
space-in-parens,0,0,0,0,0,0.0,0.0,0
space-in-parens,2,0,0,0,25683072000,0.0,0.0,2
no-trailing-spaces,2,0,0,0,95688305000,0.0,0.0,2
generator-star,0,0,0,0,0,0.0,0.0,0
eol-last,0,0,0,0,0,0.0,0.0,0
no-extra-parens,2,0.00016066838046272492,0.7391304347826086,0,9258953000,3.2133676092544985e-05,0.14782608695652172,2
comma-spacing,2,0.07467721298127254,0.31666666666666665,0,63266523000,0.014935442596254508,0.06333333333333332,2
eol-last,0,0,0,0,0,0.0,0.0,0
no-with,2,0,0,0,11442197000,0.0,0.0,2
no-sequences,2,0,0,0,20422160000,0.0,0.0,2
quote-props,0,0,0,0,0,0.0,0.0,0
valid-jsdoc,1,0,0,0,0,0.0,0.0,1
no-case-declarations,2,0,0,0,93687428000,0.0,0.0,2
no-arrow-condition,0,0,0,0,0,0.0,0.0,0
no-dupe-args,2,0,0,0,52073818000,0.0,0.0,2
no-irregular-whitespace,2,0,0,0,30228863000,0.0,0.0,2
no-unused-expressions,0,0,0,0,0,0.0,0.0,0
no-constant-condition,1,0,0,0,0,0.0,0.0,1
no-prototype-builtins,2,0,0,0,20587749000,0.0,0.0,2
block-spacing,0,0,0,0,0,0.0,0.0,0
max-nested-callbacks,0,0,0,0,0,0.0,0.0,0
one-var,0,0,0,0,0,0.0,0.0,0
no-with,2,0,0,0,89730678000,0.0,0.0,2
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
eqeqeq,2,0,0,0,26876323000,0.0,0.0,2
no-new,0,0,0,0,96144225000,0.0,0.0,0
accessor-pairs,0,0,0,0,0,0.0,0.0,0
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-duplicate-imports,0,0,0,0,0,0.0,0.0,0
no-script-url,2,0,0,0,10478040000,0.0,0.0,2
func-call-spacing,0,0,0,0,0,0.0,0.0,0
prefer-rest-params,2,0,0,0,9760446000,0.0,0.0,2
no-empty-pattern,0,0,0,0,30486481000,0.0,0.0,0
no-self-assign,2,0,0,0,15987003000,0.0,0.0,2
no-use-before-define,2,0,0,0,11871629000,0.0,0.0,2
no-script-url,2,0,0,0,42114878000,0.0,0.0,2
no-useless-escape,2,0,0,0,12155750000,0.0,0.0,2
no-case-declarations,2,0,0,0,134308986000,0.0,0.0,2
no-const-assign,2,0,0,0,21176953000,0.0,0.0,2
no-bitwise,2,0,0,0,22480326000,0.0,0.0,2
no-useless-rename,2,0,0,0,7891457000,0.0,0.0,2
no-octal-escape,2,0,0,0,11489343000,0.0,0.0,2
no-undef,2,0.06442953020134229,0.819672131147541,0,8485794000,0.012885906040268458,0.1639344262295082,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,97243677000,0.0,0.0,2
one-var,0,0,0,0,0,0.0,0.0,0
no-path-concat,0,0,0,0,0,0.0,0.0,0
no-unused-expressions,2,0,0,0,18509328000,0.0,0.0,2
no-div-regex,2,0,0,0,6599379000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,67344965000,0.0,0.0,2
no-dupe-keys,2,0,0,0,19041796000,0.0,0.0,2
no-sequences,2,0,0,0,12666136000,0.0,0.0,2
no-case-declarations,2,0,0,0,102988040000,0.0,0.0,2
no-misleading-character-class,0,0,0,0,0,0.0,0.0,0
radix,2,0,0,0,76414308000,0.0,0.0,2
no-compare-neg-zero,2,0,0,0,6695698000,0.0,0.0,2
no-case-declarations,2,0,0,0,106757793000,0.0,0.0,2
max-classes-per-file,0,0,0,0,0,0.0,0.0,0
wrap-iife,0,0,0,0,0,0.0,0.0,0
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
no-new-require,2,0,0,0,2363795000,0.0,0.0,2
no-case-declarations,2,0,0,0,114032223000,0.0,0.0,2
curly,0,0,0,0,0,0.0,0.0,0
new-parens,2,0,0,0,87632956000,0.0,0.0,2
prefer-object-spread,0,0,0,0,0,0.0,0.0,0
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-undef-init,2,0,0,0,19701367000,0.0,0.0,2
no-iterator,2,0,0,0,53266623000,0.0,0.0,2
prefer-destructuring,2,0,0,0,10289152000,0.0,0.0,2
no-extend-native,2,0,0,0,43025867000,0.0,0.0,2
no-octal-escape,2,0,0,0,20136620000,0.0,0.0,2
func-call-spacing,0,0,0,0,0,0.0,0.0,0
no-extend-native,2,0,0,0,80644672000,0.0,0.0,2
no-lonely-if,2,0,0,0,46094660000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
